errorrate,iterations,density,l,c,m,gamma,erasures,maxiterations,tests,efficiency,fsum,fcorrupt,pcons,pdes,degree,activities,alphabetsize,winners,poolsize,efficacy,refficacy,retrievedproportion,eta,aeta,peta,paeta,ipeta,ipaeta,ieta,iaeta,infoalphabet,onlydrop
0,1,.0038045247395833335,512,4,1000,1,1,1,1000,.017187891461269325,sum_of_sum!,erase_clusters!,0,0,0,1,512,1,1,.017187891461269325,.022917188615025768,1e3,.017187891461269325,.02288818359375,.022917188615025768,.030517578125,.0025463542905584187,.003390842013888889,.001909765717918814,.0025431315104166665,9
0,1,.015129725138346354,512,4,1000,1,1,1,1000,.03752577059369939,sum_of_sum!,erase_clusters!,0,0,0,2,130816,2,1,.03752577059369939,.05003436079159918,1e3,.03752577059369939,.04322606272618007,.05003436079159918,.057634750301573424,.002943686089078064,.003390842013888889,.002207764566808548,.002543131510416667,16.99717948093762
.02300000000000002,1,.0025383631388346353,512,4,1000,1,1,1,1000,.017187891461269325,sum_of_sum!,erase_clusters!,0,0,1,1,512,1,1,.016792569957660132,.022390093276880175,977,.016792569957660132,.02236175537109375,.022390093276880175,.029815673828125,.002487788141875575,.0033128526475694445,.0018658411064066812,.0024846394856770835,9
.0040000000000000036,1,.010119438171386719,512,4,1000,1,1,1,1000,.03752577059369939,sum_of_sum!,erase_clusters!,0,0,1,2,130816,2,1,.03737566751132459,.049834223348432787,996,.03737566751132459,.04305315847527535,.049834223348432787,.05740421130036713,.0029319113447217517,.0033772786458333335,.002198933508541314,.002532958984375,16.99717948093762
.0020000000000000018,1.006,.0038045247395833335,512,4,1000,1,1,4,1000,.017187891461269325,sum_of_sum!,erase_clusters!,0,0,0,1,512,1,1,.017153515678346786,.022871354237795714,998,.017153515678346786,.0228424072265625,.022871354237795714,.03045654296875,.0025412615819773014,.003384060329861111,.0019059461864829761,.0025380452473958335,9
0,1,.015127182006835938,512,4,1000,1,1,4,1000,.03752577059369939,sum_of_sum!,erase_clusters!,0,0,0,2,130816,2,1,.03752577059369939,.05003436079159918,1e3,.03752577059369939,.04322606272618007,.05003436079159918,.057634750301573424,.002943686089078064,.003390842013888889,.002207764566808548,.002543131510416667,16.99717948093762
.019000000000000017,1.057,.0025389989217122397,512,4,1000,1,1,4,1000,.017187891461269325,sum_of_sum!,erase_clusters!,0,0,1,1,512,1,1,.016861321523505206,.022481762031340276,981,.016861321523505206,.02245330810546875,.022481762031340276,.029937744140625,.0024979735590378084,.003326416015625,.0018734801692783564,.00249481201171875,9
0,1.008,.010120391845703125,512,4,1000,1,1,4,1000,.03752577059369939,sum_of_sum!,erase_clusters!,0,0,1,2,130816,2,1,.03752577059369939,.05003436079159918,1e3,.03752577059369939,.04322606272618007,.05003436079159918,.057634750301573424,.002943686089078064,.003390842013888889,.002207764566808548,.002543131510416667,16.99717948093762
.008000000000000007,1,.003807703653971354,512,4,1000,1,2,1,1000,.017187891461269325,sum_of_sum!,erase_clusters!,0,0,0,1,512,1,1,.01705038832957917,.03410077665915834,992,.01705038832957917,.022705078125,.03410077665915834,.04541015625,.0037889751843509264,.005045572916666667,.0018944875921754632,.0025227864583333335,9
0,1,.015151341756184896,512,4,1000,1,2,1,1000,.03752577059369939,sum_of_sum!,erase_clusters!,0,0,0,2,130816,2,1,.03752577059369939,.07505154118739878,1e3,.03752577059369939,.04322606272618007,.07505154118739878,.08645212545236014,.004415529133617096,.005086263020833334,.002207764566808548,.002543131510416667,16.99717948093762
.916,1,.002541224161783854,512,4,1000,1,2,1,1000,.017187891461269325,sum_of_sum!,erase_clusters!,0,0,1,1,512,1,1,.0014437828827466228,.0028875657654932455,83.99999999999996,.0014437828827466228,.0019226074218749991,.0028875657654932455,.0038452148437499983,.00032084064061036063,.0004272460937499998,.00016042032030518031,.0002136230468749999,9
.698,1,.010115623474121094,512,4,1000,1,2,1,1000,.03752577059369939,sum_of_sum!,erase_clusters!,0,0,1,2,130816,2,1,.011332782719297217,.022665565438594434,302.00000000000006,.011332782719297217,.013054270943306382,.022665565438594434,.026108541886612765,.0013334897983523632,.001536051432291667,.0006667448991761816,.0007680257161458335,16.99717948093762
.0020000000000000018,1.02,.0038089752197265625,512,4,1000,1,2,4,1000,.017187891461269325,sum_of_sum!,erase_clusters!,0,0,0,1,512,1,1,.017153515678346786,.03430703135669357,998,.017153515678346786,.0228424072265625,.03430703135669357,.045684814453125,.0038118923729659523,.005076090494791667,.0019059461864829761,.0025380452473958335,9
0,1,.015129725138346354,512,4,1000,1,2,4,1000,.03752577059369939,sum_of_sum!,erase_clusters!,0,0,0,2,130816,2,1,.03752577059369939,.07505154118739878,1e3,.03752577059369939,.04322606272618007,.07505154118739878,.08645212545236014,.004415529133617096,.005086263020833334,.002207764566808548,.002543131510416667,16.99717948093762
.21999999999999997,2.65,.0025386810302734375,512,4,1000,1,2,4,1000,.017187891461269325,sum_of_sum!,erase_clusters!,0,0,1,1,512,1,1,.013406555339790073,.026813110679580147,780,.013406555339790073,.017852783203125,.026813110679580147,.03570556640625,.0029792345199533498,.00396728515625,.0014896172599766749,.001983642578125,9
.0040000000000000036,1.851,.01012579600016276,512,4,1000,1,2,4,1000,.03752577059369939,sum_of_sum!,erase_clusters!,0,0,1,2,130816,2,1,.03737566751132459,.07475133502264918,996,.03737566751132459,.04305315847527535,.07475133502264918,.0861063169505507,.004397867017082628,.00506591796875,.002198933508541314,.002532958984375,16.99717948093762
