errorrate,iterations,density,l,c,m,gamma,erasures,maxiterations,tests,efficiency,fsum,fcorrupt,pcons,pdes,diffusion,degree,activities,alphabetsize,winners
0,1,.42324393136160715,128,8,1000,1,0,4,1000,.3009953800566435,sum_of_sum!,erase_clusters!,1,0,1,0,3,341376
0,1,.4222172328404018,128,8,1000,1,1,4,1000,.3009953800566435,sum_of_sum!,erase_clusters!,1,0,1,0,3,341376
0,1,.42293875558035715,128,8,1000,1,2,4,1000,.3009953800566435,sum_of_sum!,erase_clusters!,1,0,1,0,3,341376
.008000000000000007,1.024,.42367335728236605,128,8,1000,1,3,4,1000,.3009953800566435,sum_of_sum!,erase_clusters!,1,0,1,0,3,341376
.04800000000000004,1.145,.42402430943080355,128,8,1000,1,4,4,1000,.3009953800566435,sum_of_sum!,erase_clusters!,1,0,1,0,3,341376
.375,2.127,.42344229561941965,128,8,1000,1,5,4,1000,.3009953800566435,sum_of_sum!,erase_clusters!,1,0,1,0,3,341376
.989,3.967,.42283412388392855,128,8,1000,1,6,4,1000,.3009953800566435,sum_of_sum!,erase_clusters!,1,0,1,0,3,341376
1,4,.42320469447544645,128,8,1000,1,7,4,1000,.3009953800566435,sum_of_sum!,erase_clusters!,1,0,1,0,3,341376
1,4,.4217376708984375,128,8,1000,1,8,4,1000,.3009953800566435,sum_of_sum!,erase_clusters!,1,0,1,0,3,341376
0,1,.3014308384486607,128,8,1470,1,0,4,1000,.3024513882665292,sum_of_sum!,erase_clusters!,1,0,1,0,2,8128
0,1,.3020172119140625,128,8,1470,1,1,4,1000,.3024513882665292,sum_of_sum!,erase_clusters!,1,0,1,0,2,8128
0,1,.30119105747767855,128,8,1470,1,2,4,1000,.3024513882665292,sum_of_sum!,erase_clusters!,1,0,1,0,2,8128
.008000000000000007,1.026,.30150277273995535,128,8,1470,1,3,4,1000,.3024513882665292,sum_of_sum!,erase_clusters!,1,0,1,0,2,8128
.05700000000000005,1.176,.30172511509486605,128,8,1470,1,4,4,1000,.3024513882665292,sum_of_sum!,erase_clusters!,1,0,1,0,2,8128
.44299999999999995,2.359,.30150277273995535,128,8,1470,1,5,4,1000,.3024513882665292,sum_of_sum!,erase_clusters!,1,0,1,0,2,8128
.989,3.97,.30129568917410715,128,8,1470,1,6,4,1000,.3024513882665292,sum_of_sum!,erase_clusters!,1,0,1,0,2,8128
1,4,.30102103097098215,128,8,1470,1,7,4,1000,.3024513882665292,sum_of_sum!,erase_clusters!,1,0,1,0,2,8128
#1,4,.30202811104910715,128,8,1470,1,8,4,1000,.3024513882665292,sum_of_sum!,erase_clusters!,1,0,1,0,2,8128
#0,1,.17013113839285715,128,8,3050,1,0,4,5000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
#.0013999999999999568,1.0042,.16974966866629465,128,8,3050,1,1,4,5000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
#.0020000000000000018,1.0134,.16964067731584823,128,8,3050,1,2,4,5000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
#.0036000000000000476,1.078,.17009626116071427,128,8,3050,1,3,4,5000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
#.0050000000000000044,1.391,.169921875,128,8,3050,1,4,4,5000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
#.008600000000000052,2.123,.17002432686941965,128,8,3050,1,5,4,5000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
#.5224,3.7276,.16992841448102677,128,8,3050,1,6,4,5000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
#1,4,.16962323869977677,128,8,3050,1,7,4,5000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
#1,4,.17007664271763392,128,8,3050,1,8,4,5000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
0,1,.17007010323660715,128,8,3050,1,0,4,1000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
.0030000000000000027,1.009,.16964285714285715,128,8,3050,1,1,4,1000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
.0050000000000000044,1.024,.16997201102120535,128,8,3050,1,2,4,1000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
.0020000000000000018,1.094,.1699371337890625,128,8,3050,1,3,4,1000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
.006000000000000005,1.405,.16992623465401785,128,8,3050,1,4,4,1000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
.009000000000000008,2.144,.16961887904575892,128,8,3050,1,5,4,1000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
.548,3.724,.16980198451450892,128,8,3050,1,6,4,1000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
1,4,.16998944963727677,128,8,3050,1,7,4,1000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
1,4,.17010498046875,128,8,3050,1,8,4,1000,.3020095601580381,sum_of_sum!,erase_clusters!,1,0,1,0,1,128
0,1,.5333142961774554,128,8,780,1,0,4,1000,.3029310596033685,sum_of_sum!,erase_clusters!,1,0,1,0,4,10668000
0,1,.5328478131975446,128,8,780,1,1,4,1000,.3029310596033685,sum_of_sum!,erase_clusters!,1,0,1,0,4,10668000
0,1,.5335540771484375,128,8,780,1,2,4,1000,.3029310596033685,sum_of_sum!,erase_clusters!,1,0,1,0,4,10668000
